x,y,capacity
5,3,1
14,3,1
4,4,2
5,4,3
6,4,2
13,4,2
14,4,3
15,4,2
3,5,1
4,5,3
5,5,5
6,5,3
7,5,3
8,5,3
9,5,3
10,5,3
11,5,3
12,5,3
13,5,3
14,5,5
15,5,3
16,5,1
4,6,2
5,6,3
6,6,3
13,6,3
14,6,3
15,6,2
5,7,1
7,7,3
12,7,3
14,7,1
8,8,3
11,8,3
9,9,3
10,9,3
9,10,3
10,10,3
8,11,3
11,11,3
5,12,1
7,12,3
12,12,3
14,12,1
4,13,2
5,13,3
6,13,3
13,13,3
14,13,3
15,13,2
3,14,1
4,14,3
5,14,5
6,14,3
7,14,3
8,14,3
9,14,3
10,14,3
11,14,3
12,14,3
13,14,3
14,14,5
15,14,3
16,14,1
4,15,2
5,15,3
6,15,2
13,15,2
14,15,3
15,15,2
5,16,1
14,16,1
